pregunta_1,pregunta_2,pregunta_3,pregunta_4,pregunta_5,pregunta_6,pregunta_7,pregunta_8,pregunta_9,pregunta_10,pregunta_11,pregunta_12,pregunta_13,pregunta_14,pregunta_15,pregunta_16,pregunta_17,pregunta_18,pregunta_19,pregunta_20,pregunta_21,resultado
3,3,3,2,3,3,3,3,3,2,3,1,2,3,4,3,3,3,2,3,3,58
2,4,2,2,1,2,4,2,2,3,2,1,3,4,4,3,1,1,2,3,3,51
2,3,2,3,3,3,4,3,3,3,2,2,1,3,3,2,3,2,2,3,3,55
3,3,3,3,4,4,2,2,2,2,2,3,3,2,3,3,2,3,4,3,3,59
2,4,4,3,2,3,3,2,1,2,3,2,3,4,3,3,2,3,4,3,1,57
3,4,3,2,3,4,2,3,4,3,2,3,2,2,3,3,4,2,2,3,3,60
3,3,3,3,2,3,2,4,2,4,3,4,3,3,4,3,2,4,2,2,3,62
4,2,3,2,2,2,1,4,2,3,2,2,2,4,2,3,3,3,3,1,3,53
2,3,2,4,2,3,3,1,2,1,2,3,3,4,3,3,2,4,4,4,3,58
1,2,2,3,3,3,1,2,2,3,3,4,3,4,2,2,3,2,2,3,3,53
2,2,3,3,4,4,4,3,2,3,2,4,1,4,3,3,4,3,2,3,2,61
4,2,2,4,4,3,4,2,2,2,3,3,2,3,2,4,4,3,0,0,1,54
3,2,2,3,3,3,3,3,3,3,3,3,3,0,3,2,3,3,4,2,2,56
2,3,4,4,3,1,2,3,3,4,3,3,3,1,4,4,3,4,4,2,2,62
3,2,2,2,4,3,3,4,2,4,4,4,3,3,2,3,4,1,4,3,3,63
3,2,1,3,3,4,1,4,3,2,3,2,2,3,3,2,2,3,2,3,3,54
1,3,3,4,3,3,3,3,3,3,3,3,2,1,3,3,3,3,3,3,3,59
3,3,4,4,3,3,3,4,4,2,3,3,3,3,2,4,0,3,1,4,4,63
3,3,3,2,3,2,3,2,3,2,4,3,2,3,3,3,3,2,3,2,3,57
2,2,2,2,3,2,2,2,3,3,3,1,2,4,2,4,3,2,3,2,1,50
2,3,2,3,3,3,3,3,2,3,2,2,3,4,2,4,4,4,2,4,4,62
2,2,4,4,1,2,4,3,4,4,3,1,3,3,3,1,4,3,0,3,3,57
3,4,3,2,3,2,3,4,3,3,4,3,3,3,3,4,3,4,3,3,3,66
3,3,2,3,3,3,2,3,2,2,3,4,2,3,1,3,4,2,3,2,3,56
2,3,2,3,3,3,2,2,3,2,2,2,3,2,4,2,3,3,3,3,2,54
4,4,3,3,2,3,3,3,2,2,4,4,3,3,3,4,1,3,4,4,3,65
3,3,3,3,3,3,2,2,2,4,2,2,4,3,4,2,1,2,2,4,3,57
2,4,2,3,2,3,3,3,3,3,4,4,2,3,4,3,3,2,4,2,3,62
3,3,1,3,2,3,3,2,3,3,3,3,1,1,4,4,2,4,2,3,2,55
3,2,2,2,3,3,4,2,3,2,2,4,3,3,4,3,2,4,0,2,4,57
2,2,3,2,3,3,3,3,3,4,3,3,4,3,4,2,2,2,3,3,4,61
2,3,1,2,3,1,2,2,4,2,3,2,4,4,3,3,2,3,3,3,2,54
1,2,2,4,2,3,4,2,4,2,3,2,2,2,1,3,3,2,2,1,4,51
2,3,3,3,2,2,4,3,3,3,3,4,4,4,3,3,1,3,1,2,2,58
2,2,1,3,3,2,2,3,3,2,4,3,3,3,4,3,1,2,3,3,2,54
4,3,3,2,3,2,3,2,3,4,2,2,3,3,2,4,3,1,3,2,1,55
2,2,3,2,3,4,3,2,3,1,2,2,4,1,3,3,2,2,3,4,1,52
1,2,2,2,2,2,4,3,2,3,2,2,4,3,2,1,3,3,3,2,3,51
3,1,3,3,2,3,3,2,3,2,4,4,1,3,4,2,2,3,3,2,3,56
3,3,2,3,3,4,3,2,3,3,1,1,3,3,0,3,3,1,2,3,3,52
3,3,2,3,3,4,3,1,1,4,2,3,1,2,3,2,4,2,3,2,1,52
3,3,3,3,3,2,2,3,2,3,3,3,2,3,2,3,2,3,2,3,3,56
2,4,3,2,3,2,2,1,4,3,3,3,4,3,4,2,4,4,3,3,4,63
3,3,3,1,3,2,3,2,1,3,4,2,3,1,2,3,3,3,4,2,3,54
3,3,3,3,3,2,3,4,3,2,4,3,2,2,3,3,4,3,4,2,3,62
2,3,3,2,3,3,4,2,1,4,2,3,2,4,4,4,2,3,3,3,4,61
2,3,4,3,3,3,3,3,3,2,3,2,3,3,2,4,3,4,2,3,4,62
2,3,2,2,2,3,2,3,4,3,2,3,4,3,3,3,3,4,3,4,3,61
2,2,2,4,3,3,3,3,2,3,2,3,3,2,2,2,2,4,3,2,3,55
3,3,3,2,2,3,3,3,4,3,3,2,3,4,3,2,3,2,3,3,3,60
3,2,2,3,3,2,3,4,3,3,3,4,2,3,4,4,2,3,3,4,3,63
3,4,3,3,4,2,3,2,2,2,3,3,2,3,4,2,4,2,2,4,1,58
3,4,2,3,2,1,1,3,3,3,4,2,4,3,3,3,2,4,3,4,3,60
2,2,3,3,3,2,3,3,2,4,2,4,3,2,3,2,3,3,2,4,3,58
4,2,3,2,3,4,3,3,2,3,2,2,2,3,1,3,3,3,3,4,3,58
0,3,3,3,2,3,3,1,1,2,3,1,2,2,2,2,1,2,3,4,1,44
2,3,3,3,2,3,3,4,3,3,3,2,3,1,3,4,2,3,2,3,4,59
3,3,3,3,3,1,3,2,3,3,3,3,2,2,3,4,3,3,2,3,4,59
4,3,2,3,3,3,3,4,3,2,3,2,3,2,2,3,3,2,3,2,3,58
2,3,3,2,2,3,2,1,4,4,4,3,2,4,4,2,4,2,2,3,2,58
4,2,3,3,1,3,2,2,3,2,3,2,2,2,2,2,3,4,3,3,3,54
4,2,4,2,3,2,2,4,3,3,2,3,3,3,4,4,3,2,1,4,3,61
1,1,3,2,3,2,3,3,3,2,4,3,3,3,3,2,3,2,1,2,3,52
3,4,2,3,2,2,3,3,3,3,3,3,4,2,4,3,3,2,4,3,3,62
3,4,1,2,3,4,3,2,1,3,4,4,2,4,3,2,1,2,3,3,3,57
2,4,3,2,2,4,4,3,3,3,3,4,3,4,3,1,3,4,2,2,3,62
2,1,4,1,3,3,3,3,3,3,4,3,3,3,2,2,2,3,4,3,4,59
1,4,3,2,3,3,1,2,2,3,3,2,3,4,2,4,4,3,4,4,1,58
4,4,1,3,1,2,3,2,2,2,3,4,4,2,3,3,3,4,1,4,3,58
2,4,4,3,4,4,3,2,4,2,2,2,4,1,2,3,3,3,4,3,2,61
2,3,2,3,3,2,4,4,2,4,2,4,2,3,3,3,2,2,3,4,2,59
3,4,1,2,3,3,2,4,3,3,3,4,3,4,2,1,3,3,3,3,3,60
4,4,2,3,3,2,1,1,2,3,3,1,3,2,3,3,4,4,1,2,2,53
0,2,2,3,1,3,4,4,3,2,4,3,2,3,4,4,3,3,3,3,2,58
2,2,3,4,3,2,2,4,3,3,3,4,4,2,3,2,3,3,3,4,3,62
3,3,2,3,4,2,3,4,4,3,3,2,3,3,2,3,1,2,4,4,3,61
4,4,2,4,1,4,2,3,2,2,3,3,3,3,4,4,4,3,3,3,2,63
2,4,3,2,3,3,3,1,2,3,2,2,4,4,3,3,2,4,4,3,2,59
3,1,4,2,4,3,3,3,2,4,3,3,3,4,3,2,4,2,2,3,2,60
1,3,3,4,4,3,3,3,1,2,3,2,1,3,3,3,2,3,3,3,3,56
3,2,3,3,4,2,3,4,3,4,2,4,3,1,3,2,2,3,4,3,2,60
3,2,4,3,4,2,3,2,4,4,3,2,3,4,3,4,2,3,3,3,3,64
3,3,2,2,4,3,3,3,3,3,3,2,2,3,4,3,4,2,3,2,1,58
3,2,2,3,3,3,3,3,3,2,3,2,3,2,4,4,3,2,2,4,3,59
1,2,4,4,1,2,3,2,4,4,4,1,3,3,3,2,2,4,4,2,3,58
3,4,4,3,2,3,2,2,2,2,1,2,2,2,2,3,3,3,2,3,4,54
3,3,2,3,3,4,3,2,2,4,2,3,4,3,3,3,4,3,3,4,4,65
3,2,3,2,4,3,2,3,4,4,1,4,4,3,2,3,2,3,2,3,3,60
4,3,3,3,4,3,3,2,1,2,3,3,3,2,4,2,2,2,3,2,3,57
1,4,3,1,4,3,2,2,3,3,2,3,3,3,3,3,1,4,2,2,2,54
3,3,2,3,3,4,3,4,4,2,4,3,4,3,4,3,4,3,3,2,3,67
2,4,4,3,3,3,1,3,2,4,3,2,2,2,3,2,3,4,2,3,3,58
2,2,3,2,3,1,3,3,2,3,2,3,3,3,3,3,3,3,2,3,2,54
2,4,4,2,1,3,1,3,3,3,2,3,2,2,3,2,2,2,2,3,3,52
4,3,3,4,2,3,2,2,1,4,2,2,3,3,3,2,3,3,3,2,2,56
4,3,2,3,3,4,2,1,3,4,2,4,4,3,2,3,3,3,1,3,3,60
3,2,3,3,3,3,4,2,2,3,4,3,3,3,3,3,4,4,2,2,3,62
3,4,2,3,3,2,3,3,2,2,3,3,4,4,3,4,3,3,3,3,3,63
2,2,4,2,2,2,4,2,3,1,4,3,3,3,3,3,3,3,3,3,4,59
4,3,4,4,3,3,2,3,3,3,3,4,1,3,1,3,2,4,2,3,2,60
4,3,3,3,2,2,3,3,3,3,3,3,3,2,3,3,2,3,3,2,2,58
2,3,2,2,2,3,3,4,2,3,2,2,2,4,1,3,1,0,2,2,3,48
4,2,2,2,3,4,3,1,2,4,1,4,2,3,3,2,2,3,3,4,3,57
3,1,2,3,3,3,3,1,3,2,2,4,2,4,1,3,3,4,3,3,1,54
3,3,3,2,4,3,3,4,2,3,2,3,3,3,3,3,2,3,2,3,4,61
3,3,2,3,2,2,3,3,3,3,4,4,2,4,2,2,2,3,3,1,4,58
3,2,4,4,2,2,3,2,2,3,2,3,4,3,3,1,3,3,1,2,2,54
3,4,2,4,3,3,1,2,3,3,3,4,4,3,3,2,3,2,2,2,3,59
4,3,2,3,4,2,3,4,2,3,3,3,3,3,3,2,3,2,4,2,4,62
4,2,2,2,4,2,3,3,3,2,4,4,4,3,3,2,3,4,3,2,4,63
3,4,2,3,3,3,2,2,4,3,3,1,2,2,3,3,3,3,4,3,3,59
4,3,4,3,3,3,4,3,3,2,1,3,3,3,1,3,3,3,2,1,4,59
4,2,3,3,2,4,3,2,2,3,3,1,2,3,3,2,3,3,2,2,2,54
3,4,3,4,3,2,4,3,3,3,3,3,2,3,4,3,3,3,4,3,3,66
3,1,3,4,3,3,2,3,2,2,2,3,4,2,3,3,3,3,4,1,3,57
3,2,3,3,2,1,3,3,3,1,4,3,3,3,3,2,3,2,4,1,3,55
3,2,3,2,3,3,4,3,3,3,3,3,2,3,1,2,3,2,3,3,4,58
2,3,4,3,2,3,3,2,4,3,3,4,2,2,3,3,3,2,2,2,2,57
3,3,2,3,3,3,3,4,2,4,3,4,4,4,2,3,3,3,3,3,2,64
1,3,3,3,3,3,3,1,3,2,1,3,2,4,3,2,4,3,3,2,2,54
4,3,2,1,4,3,1,3,4,2,2,1,3,1,3,4,2,3,4,3,3,56
4,3,3,2,3,1,3,4,3,2,3,3,3,2,1,3,2,2,3,2,3,55
1,3,0,2,3,3,2,3,1,3,2,3,1,3,3,1,4,3,3,1,3,48
3,4,1,3,4,3,3,3,4,3,3,3,3,2,3,2,3,4,3,4,3,64
4,3,2,4,3,3,3,2,3,2,2,4,2,3,1,3,3,3,2,2,3,57
1,1,3,3,4,4,4,1,2,2,2,2,4,3,2,3,4,4,2,4,3,58
3,3,4,2,1,4,2,4,3,3,2,3,3,4,3,2,2,2,2,3,2,57
3,2,2,3,2,2,3,3,3,3,3,3,3,3,2,4,4,3,3,2,2,58
3,1,4,4,2,3,2,3,1,2,3,1,4,3,3,2,2,3,2,2,3,53
1,2,2,2,4,4,2,3,4,3,2,3,2,3,2,3,3,2,4,3,4,58
1,1,2,2,2,3,2,1,3,1,2,1,1,2,3,3,1,3,4,4,3,45
3,3,3,3,3,1,2,1,2,2,3,3,2,3,4,4,2,2,3,3,3,55
2,4,1,2,3,3,1,4,2,4,3,3,4,4,1,2,4,2,2,3,4,58
3,3,4,2,4,3,3,4,3,3,1,2,3,2,3,2,3,2,3,2,2,57
3,4,3,3,3,4,3,4,3,3,3,3,4,4,2,3,2,3,3,2,3,65
3,3,4,2,3,2,1,3,2,2,2,3,2,2,3,2,3,1,4,2,4,53
4,2,3,1,2,3,3,2,2,3,2,2,3,1,2,4,3,1,1,3,2,49
4,2,3,4,3,3,4,3,1,3,2,3,4,4,2,2,3,2,2,4,3,61
3,4,3,3,2,3,2,3,4,4,4,3,3,2,3,3,3,3,3,3,2,63
2,2,2,3,3,3,3,3,4,1,3,2,3,2,3,2,3,4,2,3,4,57
3,3,2,2,3,3,3,4,3,3,2,3,2,3,4,2,4,3,3,2,4,61
2,2,2,1,1,3,3,3,3,3,3,1,3,3,2,3,2,2,3,2,3,50
3,4,4,4,4,3,1,4,3,1,2,3,3,2,4,4,2,3,2,3,4,63
4,2,4,2,2,3,3,4,2,2,4,2,1,2,2,4,3,2,3,4,2,57
2,2,3,3,4,1,3,2,2,2,3,3,3,1,3,2,2,3,2,3,3,52
3,3,4,3,3,2,3,3,3,4,1,1,2,2,3,3,3,2,4,4,3,59
1,1,4,2,2,3,4,2,2,2,4,3,2,4,3,2,4,4,2,2,2,55
4,3,1,1,4,2,4,3,2,2,2,2,3,2,2,1,2,1,4,3,3,51
2,3,3,4,1,3,4,2,2,2,2,2,3,3,4,2,2,3,2,1,3,53
4,4,4,2,2,3,4,1,3,3,2,2,4,2,3,1,2,2,3,1,3,55
3,3,2,2,4,3,3,2,4,2,4,3,2,4,3,2,4,3,1,4,3,61
4,4,2,3,3,0,2,3,3,3,3,3,2,4,1,3,3,3,2,3,3,57
2,3,3,3,3,4,3,3,2,3,3,4,3,3,3,1,3,4,4,3,3,63
3,4,3,1,2,3,2,4,3,2,4,3,3,3,3,2,3,2,3,2,3,58
3,2,3,3,2,3,3,3,3,3,3,3,3,0,3,3,4,2,3,2,3,57
1,3,4,1,3,2,2,3,3,2,2,3,3,3,3,2,3,4,4,4,2,57
3,2,3,4,3,1,4,3,2,1,1,3,2,3,1,2,3,3,3,4,2,53
4,3,4,2,3,2,2,3,3,2,2,1,3,2,3,1,3,3,4,3,2,55
1,3,3,2,3,4,3,2,3,2,2,1,3,3,3,3,3,3,4,2,3,56
3,1,2,4,2,2,2,2,2,3,4,2,3,3,3,3,3,3,1,4,4,56
3,1,3,3,2,2,3,3,4,4,2,3,3,2,4,1,4,4,1,2,4,58
1,3,4,4,4,3,3,2,3,3,2,2,4,3,4,4,1,3,3,3,2,61
3,2,4,4,2,3,1,2,2,1,2,2,1,2,4,2,4,1,2,3,3,50
3,3,3,3,4,4,3,2,3,3,3,4,3,2,3,2,3,3,2,2,2,60
1,4,3,3,1,2,3,3,3,1,4,3,3,4,3,2,3,3,0,3,4,56
4,3,2,4,2,1,3,2,3,2,2,2,2,2,2,2,4,3,3,2,4,54
4,3,1,1,4,4,3,1,4,2,3,3,3,2,4,1,3,2,1,1,4,54
3,4,1,3,3,3,4,3,2,4,2,2,3,1,3,3,3,3,3,3,2,58
4,3,4,4,2,4,3,3,1,3,4,1,2,1,3,3,2,4,2,1,2,56
1,3,3,2,3,3,3,3,4,3,3,4,4,3,2,2,2,3,2,1,4,58
4,3,4,3,3,3,4,2,3,2,2,2,0,3,3,3,3,2,2,3,4,58
2,2,1,2,3,3,4,1,3,4,4,2,3,4,2,1,3,3,3,2,4,56
3,3,3,2,3,2,1,4,2,1,2,4,2,2,3,3,3,0,3,2,4,52
3,3,1,3,3,4,3,2,2,3,3,2,4,3,2,1,3,4,3,3,2,57
4,3,4,1,2,4,2,3,2,4,1,3,2,2,3,3,3,4,3,2,3,58
3,4,4,2,3,3,4,3,2,3,3,3,2,2,2,3,3,2,2,2,3,58
3,3,3,3,2,3,3,2,3,2,2,3,1,3,3,2,2,3,4,3,4,57
3,2,3,3,3,2,2,1,2,3,3,4,3,3,3,3,3,3,3,3,4,59
3,3,4,3,4,3,3,3,3,3,3,4,2,1,3,4,3,2,3,3,3,63
2,3,3,3,4,1,4,3,3,1,3,3,4,3,3,1,4,3,3,3,1,58
4,2,1,3,3,4,3,2,4,4,2,3,3,4,3,3,3,2,3,4,4,64
3,2,3,4,4,4,3,1,3,3,2,3,4,3,2,3,4,3,2,2,3,61
2,2,2,4,2,4,4,4,3,3,3,2,1,4,3,4,2,2,3,1,4,59
1,3,4,2,3,3,3,3,3,3,1,3,3,3,2,4,2,4,2,2,4,58
3,3,1,3,3,4,4,2,3,4,4,3,2,2,3,4,3,4,4,2,2,63
2,1,2,2,2,0,2,3,1,4,3,3,2,2,3,3,2,3,4,3,3,50
2,2,2,4,4,4,1,3,2,3,4,2,3,3,4,2,3,3,2,3,3,59
3,3,3,3,3,2,2,4,3,3,3,3,2,1,4,2,1,3,4,2,3,57
1,3,4,3,2,3,3,2,4,3,3,3,2,3,3,3,4,2,3,2,2,58
3,3,2,3,4,3,2,3,0,4,3,3,3,3,3,2,3,3,4,2,3,59
4,4,4,2,4,4,3,4,4,2,2,3,3,3,3,2,3,2,4,4,3,67
3,3,3,1,3,3,4,3,2,4,3,2,4,3,3,3,4,4,2,1,2,60
3,1,4,2,4,3,0,3,1,2,4,1,4,2,4,3,4,3,3,3,2,56
4,2,3,3,3,4,2,3,4,3,2,3,3,3,4,3,3,3,0,4,2,61
2,3,3,1,4,2,3,3,3,3,2,3,3,2,2,3,4,2,2,3,4,57
3,3,3,2,2,4,2,2,4,3,1,3,1,2,2,2,3,1,4,3,2,52
1,4,3,4,3,3,2,2,3,2,2,3,4,3,3,3,4,3,3,3,1,59
4,4,3,4,2,3,3,4,3,1,3,3,4,4,3,3,2,2,4,4,2,65
4,3,3,3,3,3,3,2,3,2,2,1,2,3,3,4,3,2,2,4,3,58
3,4,4,2,3,3,2,1,3,4,3,4,2,4,2,3,4,3,3,4,2,63
2,3,3,3,3,3,2,2,4,1,3,2,4,4,2,3,4,4,4,3,3,62
3,3,2,2,3,3,3,3,3,0,4,3,2,3,1,2,2,2,2,1,3,50
2,2,2,2,4,3,1,4,2,4,4,3,1,2,2,4,3,4,3,1,1,54
2,4,3,4,2,3,3,3,2,4,2,3,3,4,4,3,4,2,2,4,2,63
2,3,4,3,2,4,2,2,3,3,4,2,4,3,1,3,3,2,3,3,4,60
4,3,2,2,2,3,3,1,3,3,3,3,1,3,3,3,3,4,3,3,2,57
2,4,2,3,2,3,1,2,3,2,2,4,4,1,3,2,4,3,0,3,2,52
3,3,3,3,4,3,3,3,3,2,1,2,3,2,2,2,3,4,3,3,3,58
3,3,3,3,3,3,3,3,2,3,3,2,2,2,2,4,3,2,3,2,3,57
3,2,3,2,3,3,2,3,3,3,1,3,3,4,2,2,2,4,4,2,4,58
3,1,2,2,3,3,3,2,3,3,2,3,2,3,3,4,4,3,2,4,4,59
3,4,3,2,3,2,3,3,2,2,3,4,3,3,1,2,4,2,2,3,2,56
2,3,2,3,2,2,3,3,2,2,4,2,2,1,3,3,2,2,2,2,4,51
3,2,2,4,3,3,4,2,1,2,3,3,2,2,3,3,3,1,4,1,4,55
2,1,3,1,3,4,2,3,3,2,3,2,1,2,4,3,2,1,4,2,3,51
4,1,3,3,3,2,4,3,2,1,1,2,3,3,2,4,3,3,3,3,3,56
1,2,3,2,3,3,3,3,4,2,3,2,3,2,3,4,4,4,2,2,3,58
3,3,4,2,3,2,3,3,2,3,3,4,0,3,0,2,2,4,3,2,3,54
2,3,3,2,3,3,4,4,4,2,3,4,2,4,3,3,3,4,2,3,2,63
2,3,3,3,4,2,1,4,2,0,2,3,2,2,2,3,4,4,3,3,3,55
1,3,4,3,2,3,3,2,3,4,3,2,3,4,2,4,1,2,4,4,2,59
2,2,2,3,1,3,2,3,3,2,1,3,3,3,3,0,2,1,3,2,3,47
2,2,4,3,2,3,4,2,3,3,2,3,2,3,4,3,2,3,3,1,1,55
3,4,4,3,3,4,3,4,3,3,4,3,3,3,3,3,1,3,2,3,2,64
3,3,2,3,3,2,3,3,2,3,3,2,3,3,4,1,3,2,4,3,3,58
3,1,3,3,2,3,3,2,3,3,3,3,3,2,3,2,4,3,3,4,2,58
3,3,2,2,3,3,3,4,3,2,1,4,2,4,1,4,3,3,3,2,3,58
4,3,2,3,1,3,4,4,3,3,3,2,2,3,3,3,2,3,3,2,2,58
2,3,2,2,2,3,3,3,3,1,3,3,3,4,3,3,3,3,3,3,4,59
3,3,3,2,2,4,3,4,2,2,2,3,3,2,3,3,3,4,4,4,3,62
3,4,3,2,4,3,3,2,4,2,3,3,2,4,4,3,2,3,3,3,3,63
3,3,1,2,3,2,3,2,2,2,4,2,1,3,2,3,2,4,3,2,2,51
4,3,4,2,3,3,3,3,4,3,2,3,2,3,3,4,4,2,3,2,3,63
4,4,1,2,2,3,3,3,2,2,4,1,3,4,2,4,2,2,4,3,4,59
2,3,3,3,2,2,4,3,3,1,3,3,3,3,3,3,2,4,1,3,2,56
3,4,3,2,2,2,3,2,4,2,3,4,2,4,2,3,3,3,3,3,4,61
3,1,3,3,3,3,3,3,2,3,2,3,4,2,4,2,3,4,2,4,2,59
3,2,3,2,2,3,3,1,1,4,2,3,3,2,3,3,3,3,3,3,2,54
2,3,3,2,2,2,2,4,2,3,1,3,3,3,3,2,2,3,4,4,1,54
4,2,3,3,2,3,1,1,3,3,4,3,3,4,2,2,2,4,3,4,3,59
3,1,2,3,2,3,3,3,2,1,3,3,3,3,3,2,3,3,4,2,2,54
1,2,3,2,3,2,3,3,1,2,1,1,3,1,3,2,3,2,2,3,2,45
3,2,2,1,3,2,2,2,2,2,4,3,2,3,3,3,4,4,4,4,1,56
4,3,4,2,4,3,3,3,1,2,3,4,1,3,3,2,3,4,2,2,4,60
3,3,2,4,2,3,4,3,2,4,2,2,2,2,3,2,3,3,2,1,4,56
4,1,1,2,2,4,4,3,3,2,3,3,1,3,4,4,3,2,3,3,4,59
2,4,2,3,4,3,4,4,3,2,2,4,3,2,4,3,4,3,2,3,3,64
3,2,3,3,3,4,3,3,2,1,3,0,4,4,1,3,1,3,4,2,2,54
3,3,3,3,3,4,2,4,2,1,2,4,3,4,3,3,4,2,4,2,4,63
2,3,2,3,3,3,2,4,2,3,2,2,1,3,2,3,3,3,3,3,2,54
1,4,4,2,3,2,2,3,2,2,3,3,3,1,2,4,2,2,3,3,3,54
3,1,3,4,3,3,4,3,1,4,2,3,2,3,2,3,3,1,1,2,3,54
2,3,2,2,2,4,1,3,1,2,3,3,3,2,3,3,3,1,4,4,2,53
4,3,3,2,1,4,1,3,2,3,2,3,2,4,4,3,3,4,2,2,2,57
3,3,3,4,4,3,3,3,4,3,3,3,2,3,1,4,3,3,2,3,3,63
3,4,4,4,3,1,3,4,4,3,3,2,3,4,4,3,3,4,2,4,2,67
2,4,2,3,3,3,4,2,2,4,3,2,2,2,4,2,3,4,4,3,2,60
3,2,3,1,3,3,2,4,3,4,2,4,3,2,4,3,2,3,3,2,3,59
4,3,3,3,3,4,3,3,2,3,1,3,2,4,1,2,2,3,2,3,1,55
3,2,3,2,4,3,4,2,3,4,2,1,4,3,3,3,3,3,3,3,3,61
4,3,3,4,3,3,2,2,3,2,2,3,2,4,2,3,3,3,2,4,3,60
3,2,4,2,3,3,3,3,2,3,2,3,3,2,4,4,2,3,2,2,2,57
3,1,3,3,3,3,4,4,4,4,2,3,3,3,2,2,3,2,4,3,1,60
2,2,3,3,2,2,4,3,3,2,3,4,3,2,3,3,3,2,2,2,3,56
3,3,4,2,4,3,2,2,3,1,3,2,3,2,4,4,2,4,4,3,4,62
2,2,4,4,3,4,4,3,3,3,3,1,2,1,3,3,3,2,3,4,2,59
3,3,3,2,1,2,2,2,2,4,3,4,3,3,3,4,3,2,3,3,4,59
3,3,3,4,2,1,4,3,2,2,4,3,2,2,3,2,1,3,3,4,2,56
3,2,3,2,3,4,1,3,4,3,4,4,2,3,3,3,2,2,4,3,4,62
3,2,0,2,4,3,2,2,3,3,3,3,4,2,2,1,3,3,3,1,2,51
4,1,3,3,3,3,3,3,2,4,2,3,2,4,3,3,3,3,4,2,1,59
1,1,3,3,2,4,2,3,4,3,2,4,1,3,2,3,3,4,3,2,3,56
4,3,1,2,3,3,3,4,2,3,3,3,2,3,4,2,2,2,4,2,2,57
2,4,1,4,3,2,3,3,3,4,2,3,3,1,2,4,3,3,2,3,2,57
1,2,3,2,2,3,2,2,2,3,3,3,3,2,2,3,2,3,4,3,3,53
2,3,3,2,1,3,4,3,3,3,3,3,2,3,3,3,1,1,2,3,3,54
2,3,3,1,3,3,3,4,3,2,2,2,2,3,3,3,3,3,3,2,3,56
3,3,2,3,4,2,3,3,3,3,3,3,2,3,3,1,3,1,2,2,2,54
2,2,3,3,2,3,2,4,1,3,3,4,2,4,3,3,3,2,3,3,4,59
3,4,3,2,2,3,2,2,2,3,3,4,3,3,3,3,3,3,3,3,3,60
3,2,2,3,2,2,3,2,1,3,3,4,4,3,2,2,1,3,3,3,2,53
3,3,4,4,2,3,3,2,1,3,2,3,4,3,2,4,2,2,2,2,2,56
3,3,3,3,3,4,2,1,3,2,3,4,2,1,3,2,1,3,3,2,4,55
1,3,3,4,3,3,3,3,2,3,4,3,4,4,1,3,3,3,2,4,4,63
4,2,2,3,3,2,3,3,3,4,4,3,4,3,2,2,1,1,2,3,3,57
3,2,2,4,3,2,2,3,3,4,3,2,1,2,3,3,1,2,3,3,1,52
4,1,4,2,3,3,1,4,4,3,2,4,3,3,2,4,2,1,4,3,1,58
3,1,1,2,4,3,3,3,4,4,2,3,2,3,4,4,3,4,3,2,3,61
2,3,4,3,3,3,4,4,3,4,4,3,3,3,3,4,3,2,3,4,2,67
4,4,3,3,2,0,3,4,4,3,3,3,3,4,3,3,3,4,4,2,3,65
3,2,4,2,3,3,4,2,3,4,3,1,2,2,3,3,4,2,4,4,4,62
4,2,4,3,4,3,4,2,3,1,3,3,3,3,1,3,3,2,3,1,4,59
2,2,3,2,1,1,4,4,2,3,4,1,2,4,4,3,4,2,3,2,3,56
3,3,3,1,3,2,3,3,3,2,4,2,3,3,3,2,2,3,3,1,2,54
4,3,3,2,2,4,3,4,3,3,4,3,2,3,3,3,3,3,3,4,2,64
4,3,4,2,4,4,3,4,3,3,3,2,3,4,1,2,3,3,3,1,3,62
2,3,2,2,3,3,3,4,3,3,3,2,2,4,3,3,4,3,3,4,0,59
3,3,4,3,4,3,2,4,4,4,3,3,3,3,1,3,2,4,3,2,2,63
3,1,4,1,2,3,4,2,2,3,3,3,3,2,3,2,3,3,3,3,3,56
3,2,2,2,3,2,3,3,3,2,1,3,3,3,4,3,3,3,3,4,4,59
2,2,4,3,3,2,3,2,3,3,3,2,4,3,2,2,2,3,4,4,2,58
2,3,3,4,2,2,3,3,3,3,3,2,4,3,4,3,4,2,3,3,4,63
3,4,2,4,2,4,1,3,4,4,3,0,3,2,2,4,3,3,0,3,2,56
2,1,2,3,2,3,4,3,3,4,1,2,4,3,2,3,3,4,2,4,2,57
2,4,3,2,4,1,4,3,2,4,2,2,2,4,2,4,2,2,3,4,2,58
3,2,1,3,2,3,3,3,3,3,3,2,2,3,2,3,2,3,4,3,2,55
2,3,3,4,3,4,3,3,2,2,2,4,3,4,4,4,4,4,4,1,3,66
1,3,4,3,3,3,3,3,3,4,2,3,3,4,3,4,4,2,3,4,3,65
3,3,4,4,3,2,4,2,3,3,4,4,3,3,4,3,4,3,3,4,3,69
4,3,4,3,4,2,4,2,3,4,3,3,4,4,3,2,3,4,2,4,4,69
3,4,2,2,3,4,3,3,4,3,3,4,3,4,3,2,2,3,4,4,3,66
3,3,3,4,3,3,4,4,3,4,3,4,3,4,3,3,3,3,4,3,4,71
3,3,3,4,4,3,3,4,3,4,3,3,4,4,4,4,3,4,4,3,4,74
3,4,4,2,3,3,4,3,4,2,2,4,4,4,3,4,3,4,4,2,4,70
